"","Product_ID","Outlet_Location_Type","Outlet_Type","Product_Weight","Product_Fat_Content","Product_Visibility","Product_Type","Product_MRP","Outlet_Establishment_Year","Outlet_Size","Outlet_ID","Product_Outlet_Sales"
"192","FDG09","Tier 1","Supermarket Type1",20.6,"Regular",0.047936284,"Fruits and Vegetables",185.7556,1997,"Small","OUT046",2995.9736603252
"193","FDN56","Tier 3","Supermarket Type1",5.46,"Regular",0.106968096,"Fruits and Vegetables",142.6786,1987,"High","OUT013",2289.22124462049
"194","FDQ56","Tier 2","Supermarket Type1",6.59,"Low Fat",0.105577348,"Fruits and Vegetables",85.6908,2004,"Small","OUT035",1354.23818369014
"195","FDB44","Tier 3","Supermarket Type1",6.655,"Low Fat",0.016944719,"Fruits and Vegetables",209.2586,1987,"High","OUT013",3381.58087592303
"196","FDE32","Tier 2","Supermarket Type1",20.7,"Low Fat",0.04874969,"Fruits and Vegetables",37.5506,2004,"Small","OUT035",564.415247030028
"197","FDC26","Tier 2","Supermarket Type1",10.195,"Low Fat",0.126359196,"Canned",109.2886,2004,"Small","OUT035",1741.40075664825
"198","FDQ34","Tier 3","Supermarket Type1",10.85,"Low Fat",0.162107603,"Snack Foods",106.3622,1987,"High","OUT013",1693.38812184736
"199","FDA39","Tier 1","Supermarket Type1",6.32,"Low Fat",0.012737719,"Meat",38.5822,1999,"Medium","OUT049",581.340422693166
"200","FDV16","Tier 1","Supermarket Type1",7.75,"Regular",0.083059634,"Frozen Foods",35.7558,1999,"Medium","OUT049",534.96846021324
"201","FDS11","Tier 1","Supermarket Type1",7.05,"Regular",0.055558509,"Breads",224.7088,1997,"Small","OUT046",3635.0680308577
"202","NCS17","Tier 3","Supermarket Type2",18.6,"Low Fat",0.080829372,"Health and Hygiene",96.4436,2009,"Medium","OUT018",1530.65639701952
"203","FDP03","Tier 3","Supermarket Type1",5.15,"Regular",0.06112617,"Meat",122.5388,1987,"High","OUT013",1958.79312052156
"204","NCN17","Tier 1","Supermarket Type1",11,"Low Fat",0.054939029,"Health and Hygiene",101.4358,1997,"Small","OUT046",1612.56204062704
"205","NCY30","Tier 1","Supermarket Type1",20.25,"Low Fat",0.025953257,"Household",179.5976,1997,"Small","OUT046",2894.9410587998
"206","DRL37","Tier 2","Supermarket Type1",15.5,"Low Fat",0.053362086,"Soft Drinks",41.577,2004,"Small","OUT035",630.475277361607
"207","FDA34","Tier 3","Supermarket Type2",11.5,"Low Fat",0.014921093,"Starchy Foods",173.908,2009,"Medium","OUT018",2801.59336642583
"208","DRB48","Tier 1","Supermarket Type1",16.75,"Regular",0.024892129,"Soft Drinks",37.8822,1999,"Medium","OUT049",569.855716446368
"209","FDT02","Tier 3","Supermarket Type2",12.6,"Low Fat",0.02429329,"Dairy",33.4874,2009,"Medium","OUT018",497.751449284332
"210","NCJ19","Tier 3","Supermarket Type2",18.6,"Low Fat",0.118661426,"Others",58.7588,2009,"Medium","OUT018",912.372314206215
"211","FDV09","Tier 3","Supermarket Type1",12.1,"Low Fat",0.020551458,"Snack Foods",146.6734,1987,"High","OUT013",2354.76282249865
"212","FDJ26","Tier 3","Supermarket Type2",15.3,"Regular",0.08511049,"Canned",215.7218,2009,"Medium","OUT018",3487.62080937203
"213","NCL31","Tier 1","Supermarket Type1",7.39,"Low Fat",0.120467994,"Others",145.147,1999,"Medium","OUT049",2329.71960019134
"214","FDP37","Tier 3","Supermarket Type1",15.6,"Low Fat",0.142986863,"Breakfast",130.3994,1987,"High","OUT013",2087.75980898381
"215","NCP55","Tier 3","Supermarket Type1",14.65,"Low Fat",0.011180713,"Others",53.8614,1987,"High","OUT013",832.022027958978
"216","FDR08","Tier 2","Supermarket Type1",18.7,"Low Fat",0.03761584,"Fruits and Vegetables",109.1886,2004,"Small","OUT035",1739.76008432728
"217","DRL35","Tier 3","Supermarket Type1",15.7,"Low Fat",0.03067808,"Hard Drinks",44.777,1987,"High","OUT013",682.976791632682
"218","FDJ46","Tier 1","Supermarket Type1",11.1,"Low Fat",0.044823438,"Snack Foods",174.2054,1997,"Small","OUT046",2806.4727259084
